year,question_code,score,fundament,score_source,subcomponent
2007,ale_bor_aut_local,"7,5","Art. 52, V, VI, VII e IX, da CF + Resoluções nº 40 e 43/2001 do Senado Federal",Giuberti (2012),1
2008,ale_bor_aut_local,"7,5","Art. 52, V, VI, VII e IX, da CF + Resoluções nº 40 e 43/2001 do Senado Federal",Giuberti (2012),1
2009,ale_bor_aut_local,"7,5","Art. 52, V, VI, VII e IX, da CF + Resoluções nº 40 e 43/2001 do Senado Federal",Giuberti (2012),1
2010,ale_bor_aut_local,"7,5","Art. 52, V, VI, VII e IX, da CF + Resoluções nº 40 e 43/2001 do Senado Federal",Giuberti (2012),1
2011,ale_bor_aut_local,"7,5","Art. 52, V, VI, VII e IX, da CF + Resoluções nº 40 e 43/2001 do Senado Federal",Own,1
2012,ale_bor_aut_local,"7,5","Art. 52, V, VI, VII e IX, da CF + Resoluções nº 40 e 43/2001 do Senado Federal",Own,1
2013,ale_bor_aut_local,"7,5","Art. 52, V, VI, VII e IX, da CF + Resoluções nº 40 e 43/2001 do Senado Federal",Own,1
2014,ale_bor_aut_local,"7,5","Art. 52, V, VI, VII e IX, da CF + Resoluções nº 40 e 43/2001 do Senado Federal",Own,1
2015,ale_bor_aut_local,"7,5","Art. 52, V, VI, VII e IX, da CF + Resoluções nº 40 e 43/2001 do Senado Federal",Own,1
2016,ale_bor_aut_local,"7,5","Art. 52, V, VI, VII e IX, da CF + Resoluções nº 40 e 43/2001 do Senado Federal",Own,1
2017,ale_bor_aut_local,"7,5","Art. 52, V, VI, VII e IX, da CF + Resoluções nº 40 e 43/2001 do Senado Federal",Own,1
2018,ale_bor_aut_local,"7,5","Art. 52, V, VI, VII e IX, da CF + Resoluções nº 40 e 43/2001 do Senado Federal",Own,1
2019,ale_bor_aut_local,"7,5","Art. 52, V, VI, VII e IX, da CF + Resoluções nº 40 e 43/2001 do Senado Federal",Own,1
2020,ale_bor_aut_local,"7,5","Art. 52, V, VI, VII e IX, da CF + Resoluções nº 40 e 43/2001 do Senado Federal",Own,1
2021,ale_bor_aut_local,"7,5","Art. 52, V, VI, VII e IX, da CF + Resoluções nº 40 e 43/2001 do Senado Federal",Own,1
2022,ale_bor_aut_local,"7,5","Art. 52, V, VI, VII e IX, da CF + Resoluções nº 40 e 43/2001 do Senado Federal",Own,1
2023,ale_bor_aut_local,"7,5","Art. 52, V, VI, VII e IX, da CF + Resoluções nº 40 e 43/2001 do Senado Federal",Own,1
1990,ale_bor_aut_enter,"7,5",Resolução nº 94/1989 do Senado Federal,Giuberti (2012),1
1991,ale_bor_aut_enter,"7,5",Resolução nº 94/1989 do Senado Federal,Giuberti (2012),1
1992,ale_bor_aut_enter,"7,5",Resolução nº 94/1989 do Senado Federal,Giuberti (2012),1
1993,ale_bor_aut_enter,"7,5",Resolução nº 94/1989 do Senado Federal,Giuberti (2012),1
1994,ale_bor_aut_enter,"7,5",Resolução nº 94/1989 do Senado Federal,Giuberti (2012),1
1995,ale_bor_aut_enter,"7,5",Resolução nº 94/1989 do Senado Federal,Giuberti (2012),1
1996,ale_bor_aut_enter,"7,5",Resolução nº 94/1989 do Senado Federal,Giuberti (2012),1
1997,ale_bor_aut_enter,"7,5",Resolução nº 94/1989 do Senado Federal,Giuberti (2012),1
1998,ale_bor_aut_enter,"7,5",Resolução nº 94/1989 do Senado Federal,Giuberti (2012),1
1999,ale_bor_aut_enter,"7,5",Resolução nº 94/1989 do Senado Federal,Giuberti (2012),1
2000,ale_bor_aut_enter,"7,5",Resolução nº 94/1989 do Senado Federal,Giuberti (2012),1
2001,ale_bor_aut_enter,"7,5",Resolução nº 94/1989 do Senado Federal,Giuberti (2012),1
2002,ale_bor_aut_enter,"7,5",Resolução nº 94/1989 do Senado Federal,Giuberti (2012),1
2003,ale_bor_aut_enter,"7,5",Resolução nº 94/1989 do Senado Federal,Giuberti (2012),1
2004,ale_bor_aut_enter,"7,5",Resolução nº 94/1989 do Senado Federal,Giuberti (2012),1
2005,ale_bor_aut_enter,"7,5",Resolução nº 94/1989 do Senado Federal,Giuberti (2012),1
2006,ale_bor_aut_enter,"7,5",Resolução nº 94/1989 do Senado Federal,Giuberti (2012),1
2007,ale_bor_aut_enter,"7,5",Resolução nº 94/1989 do Senado Federal,Giuberti (2012),1
2008,ale_bor_aut_enter,"7,5",Resolução nº 48/2007 do Senado Federal,Giuberti (2012),1
2009,ale_bor_aut_enter,"7,5",Resolução nº 48/2007 do Senado Federal,Giuberti (2012),1
2010,ale_bor_aut_enter,"7,5",Resolução nº 48/2007 do Senado Federal,Giuberti (2012),1
2011,ale_bor_aut_enter,"7,5",Resolução nº 48/2007 do Senado Federal,Own,1
2012,ale_bor_aut_enter,"7,5",Resolução nº 48/2007 do Senado Federal,Own,1
2013,ale_bor_aut_enter,"7,5",Resolução nº 48/2007 do Senado Federal,Own,1
2014,ale_bor_aut_enter,"7,5",Resolução nº 48/2007 do Senado Federal,Own,1
2015,ale_bor_aut_enter,"7,5",Resolução nº 48/2007 do Senado Federal,Own,1
2016,ale_bor_aut_enter,"7,5",Resolução nº 48/2007 do Senado Federal,Own,1
2017,ale_bor_aut_enter,"7,5",Resolução nº 48/2007 do Senado Federal,Own,1
2018,ale_bor_aut_enter,"7,5",Resolução nº 48/2007 do Senado Federal,Own,1
2019,ale_bor_aut_enter,"7,5",Resolução nº 48/2007 do Senado Federal,Own,1
2020,ale_bor_aut_enter,"7,5",Resolução nº 48/2007 do Senado Federal,Own,1
2021,ale_bor_aut_enter,"7,5",Resolução nº 48/2007 do Senado Federal,Own,1
2022,ale_bor_aut_enter,"7,5",Resolução nº 48/2007 do Senado Federal,Own,1
2023,ale_bor_aut_enter,"7,5",Resolução nº 48/2007 do Senado Federal,Own,1
1990,dab_sing_prep,4,Decreto nº 98.356/1989 + Lei nº 8.028/1990,Giuberti (2012),0
1991,dab_sing_prep,4,Decreto nº 98.356/1989 + Lei nº 8.028/1990 + Decreto nº 80/1991,Giuberti (2012),0
1992,dab_sing_prep,4,Decreto nº 98.356/1989 + Lei nº 8.028/1990 + Decreto nº 80/1991,Giuberti (2012),0
1993,dab_sing_prep,4,Lei nº 8.490/1992,Giuberti (2012),0
1994,dab_sing_prep,4,Lei nº 8.490/1992,Giuberti (2012),0
1995,dab_sing_prep,4,Lei nº 8.490/1992,Giuberti (2012),0
1996,dab_sing_prep,4,Lei nº 8.490/1992,Giuberti (2012),0
1997,dab_sing_prep,4,Lei nº 8.490/1992,Giuberti (2012),0
1998,dab_sing_prep,4,Lei nº 8.490/1992 + Lei nº 9649/1998,Giuberti (2012),0
1999,dab_sing_prep,4,Lei nº 9.649/1998,Giuberti (2012),0
2000,dab_sing_prep,4,Lei nº 9.649/1998 + Lei nº 10.683/2003,Giuberti (2012),0
2001,dab_sing_prep,4,Lei nº 9.649/1998,Giuberti (2012),0
2002,dab_sing_prep,4,Lei nº 9.649/1998,Giuberti (2012),0
2003,dab_sing_prep,4,Lei nº 9.649/1998 + Lei nº 10.683/2003,Giuberti (2012),0
2004,dab_sing_prep,4,Lei nº 10.683/2003,Giuberti (2012),0
2005,dab_sing_prep,4,Lei nº 10.683/2003,Giuberti (2012),0
2006,dab_sing_prep,4,Lei nº 10.683/2003,Giuberti (2012),0
2007,dab_sing_prep,4,Lei nº 10.683/2003,Giuberti (2012),0
2008,dab_sing_prep,4,Lei nº 10.683/2003,Giuberti (2012),0
2009,dab_sing_prep,4,Lei nº 10.683/2003,Giuberti (2012),0
2010,dab_sing_prep,4,Lei nº 10.683/2003,Giuberti (2012),0
2011,dab_sing_prep,4,Lei nº 10.683/2003,Own,0
2012,dab_sing_prep,4,Lei nº 10.683/2003,Own,0
2013,dab_sing_prep,4,Lei nº 10.683/2003,Own,0
2014,dab_sing_prep,4,Lei nº 10.683/2003,Own,0
2015,dab_sing_prep,4,Lei nº 10.683/2003,Own,0
2016,dab_sing_prep,4,Lei nº 10.683/2003,Own,0
2017,dab_sing_prep,4,Lei nº 10.683/2003,Own,0
2018,dab_sing_prep,4,Lei nº 13.502/2017,Own,0
2019,dab_sing_prep,4,Lei nº 13.502/2017 + Lei nº 13.844/2019,Own,0
2020,dab_sing_prep,4,Lei nº 13.844/2019,Own,0
2021,dab_sing_prep,4,Lei nº 13.844/2019,Own,0
2022,dab_sing_prep,4,Lei nº 13.844/2019,Own,0
2023,dab_sing_prep,4,Decreto nº 11.398/2023,Own,0
1990,dab_td_prep,4,Prática Informal,Giuberti (2012),0
1991,dab_td_prep,4,Prática Informal,Giuberti (2012),0
1992,dab_td_prep,4,Prática Informal,Giuberti (2012),0
1993,dab_td_prep,4,Prática Informal,Giuberti (2012),0
1994,dab_td_prep,4,Prática Informal,Giuberti (2012),0
1995,dab_td_prep,4,Prática Informal,Giuberti (2012),0
1996,dab_td_prep,4,Prática Informal,Giuberti (2012),0
1997,dab_td_prep,4,Prática Informal,Giuberti (2012),0
1998,dab_td_prep,4,Prática Informal,Giuberti (2012),0
1999,dab_td_prep,4,Prática Informal,Giuberti (2012),0
2000,dab_td_prep,4,Prática Informal,Giuberti (2012),0
2001,dab_td_prep,4,Prática Informal,Giuberti (2012),0
2002,dab_td_prep,4,Prática Informal,Giuberti (2012),0
2003,dab_td_prep,4,Prática Informal,Giuberti (2012),0
2004,dab_td_prep,4,Prática Informal,Giuberti (2012),0
2005,dab_td_prep,4,Prática Informal,Giuberti (2012),0
2006,dab_td_prep,4,Prática Informal,Giuberti (2012),0
2007,dab_td_prep,4,Prática Informal,Giuberti (2012),0
2008,dab_td_prep,4,Prática Informal,Giuberti (2012),0
2009,dab_td_prep,4,Prática Informal,Giuberti (2012),0
2010,dab_td_prep,4,Prática Informal,Giuberti (2012),0
2011,dab_td_prep,4,Prática Informal,Own,0
2012,dab_td_prep,4,Prática Informal,Own,0
2013,dab_td_prep,4,Prática Informal,Own,0
2014,dab_td_prep,4,Prática Informal,Own,0
2015,dab_td_prep,4,Prática Informal,Own,0
2016,dab_td_prep,4,Prática Informal,Own,0
2017,dab_td_prep,4,Prática Informal,Own,0
2018,dab_td_prep,4,Prática Informal,Own,0
2019,dab_td_prep,4,Prática Informal,Own,0
2020,dab_td_prep,4,Prática Informal,Own,0
2021,dab_td_prep,4,Prática Informal,Own,0
2022,dab_td_prep,4,Prática Informal,Own,0
2023,dab_td_prep,4,Prática Informal,Own,0
1990,dab_num_rul,0,Sem instituição,Giuberti (2012),0
1991,dab_num_rul,0,Sem instituição,Giuberti (2012),0
1992,dab_num_rul,0,Sem instituição,Giuberti (2012),0
1993,dab_num_rul,0,Sem instituição,Giuberti (2012),0
1994,dab_num_rul,0,Sem instituição,Giuberti (2012),0
1995,dab_num_rul,0,Sem instituição,Giuberti (2012),0
1996,dab_num_rul,0,Sem instituição,Giuberti (2012),0
1997,dab_num_rul,0,Sem instituição,Giuberti (2012),0
1998,dab_num_rul,0,Sem instituição,Giuberti (2012),0
1999,dab_num_rul,4,Acordo com o FMI,Giuberti (2012),0
2000,dab_num_rul,4,"Arts. 4º, § 1º, e 9º, § 4º, da LRF",Giuberti (2012),0
2001,dab_num_rul,4,"Arts. 4º, § 1º, e 9º, § 4º, da LRF",Giuberti (2012),0
2002,dab_num_rul,4,"Arts. 4º, § 1º, e 9º, § 4º, da LRF",Giuberti (2012),0
2003,dab_num_rul,4,"Arts. 4º, § 1º, e 9º, § 4º, da LRF",Giuberti (2012),0
2004,dab_num_rul,4,"Arts. 4º, § 1º, e 9º, § 4º, da LRF",Giuberti (2012),0
2005,dab_num_rul,4,"Arts. 4º, § 1º, e 9º, § 4º, da LRF",Giuberti (2012),0
2006,dab_num_rul,4,"Arts. 4º, § 1º, e 9º, § 4º, da LRF",Giuberti (2012),0
2007,dab_num_rul,4,"Arts. 4º, § 1º, e 9º, § 4º, da LRF",Giuberti (2012),0
2008,dab_num_rul,4,"Arts. 4º, § 1º, e 9º, § 4º, da LRF",Giuberti (2012),0
2009,dab_num_rul,4,"Arts. 4º, § 1º, e 9º, § 4º, da LRF",Giuberti (2012),0
2010,dab_num_rul,4,"Arts. 4º, § 1º, e 9º, § 4º, da LRF",Giuberti (2012),0
2011,dab_num_rul,4,"Arts. 4º, § 1º, e 9º, § 4º, da LRF",Own,0
2012,dab_num_rul,4,"Arts. 4º, § 1º, e 9º, § 4º, da LRF",Own,0
2013,dab_num_rul,4,"Arts. 4º, § 1º, e 9º, § 4º, da LRF",Own,0
2014,dab_num_rul,4,"Arts. 4º, § 1º, e 9º, § 4º, da LRF",Own,0
2015,dab_num_rul,4,"Arts. 4º, § 1º, e 9º, § 4º, da LRF",Own,0
2016,dab_num_rul,4,"Arts. 4º, § 1º, e 9º, § 4º, da LRF",Own,0
2017,dab_num_rul,4,"Arts. 4º, § 1º, e 9º, § 4º, da LRF",Own,0
2018,dab_num_rul,4,"Arts. 4º, § 1º, e 9º, § 4º, da LRF",Own,0
2019,dab_num_rul,4,"Arts. 4º, § 1º, e 9º, § 4º, da LRF",Own,0
2020,dab_num_rul,4,"Arts. 4º, § 1º, e 9º, § 4º, da LRF",Own,0
2021,dab_num_rul,4,"Arts. 4º, § 1º, e 9º, § 4º, da LRF",Own,0
2022,dab_num_rul,4,"Arts. 4º, § 1º, e 9º, § 4º, da LRF",Own,0
2023,dab_num_rul,4,"Arts. 4º, § 1º, e 9º, § 4º, da LRF",Own,0
1990,dab_lmin_cei,4,Prática informal: a SOF estabelece limites para as despesas na elaboração do orçamento (p. 184),Giuberti (2012),0
1991,dab_lmin_cei,4,Prática informal: a SOF estabelece limites para as despesas na elaboração do orçamento (p. 184),Giuberti (2012),0
1992,dab_lmin_cei,4,Prática informal: a SOF estabelece limites para as despesas na elaboração do orçamento (p. 184),Giuberti (2012),0
1993,dab_lmin_cei,4,Prática informal: a SOF estabelece limites para as despesas na elaboração do orçamento (p. 184),Giuberti (2012),0
1994,dab_lmin_cei,4,Prática informal: a SOF estabelece limites para as despesas na elaboração do orçamento (p. 184),Giuberti (2012),0
1995,dab_lmin_cei,4,Prática informal: a SOF estabelece limites para as despesas na elaboração do orçamento (p. 184),Giuberti (2012),0
1996,dab_lmin_cei,4,Prática informal: a SOF estabelece limites para as despesas na elaboração do orçamento (p. 184),Giuberti (2012),0
1997,dab_lmin_cei,4,Prática informal: a SOF estabelece limites para as despesas na elaboração do orçamento (p. 184),Giuberti (2012),0
1998,dab_lmin_cei,4,Prática informal: a SOF estabelece limites para as despesas na elaboração do orçamento (p. 184),Giuberti (2012),0
1999,dab_lmin_cei,4,Prática informal: a SOF estabelece limites para as despesas na elaboração do orçamento (p. 184),Giuberti (2012),0
2000,dab_lmin_cei,4,Prática informal: a SOF estabelece limites para as despesas na elaboração do orçamento (p. 184),Giuberti (2012),0
2001,dab_lmin_cei,4,Prática informal: a SOF estabelece limites para as despesas na elaboração do orçamento (p. 184),Giuberti (2012),0
2002,dab_lmin_cei,4,Prática informal: a SOF estabelece limites para as despesas na elaboração do orçamento (p. 184),Giuberti (2012),0
2003,dab_lmin_cei,4,Prática informal: a SOF estabelece limites para as despesas na elaboração do orçamento (p. 184),Giuberti (2012),0
2004,dab_lmin_cei,4,Prática informal: a SOF estabelece limites para as despesas na elaboração do orçamento (p. 184),Giuberti (2012),0
2005,dab_lmin_cei,4,Prática informal: a SOF estabelece limites para as despesas na elaboração do orçamento (p. 184),Giuberti (2012),0
2006,dab_lmin_cei,4,Prática informal: a SOF estabelece limites para as despesas na elaboração do orçamento (p. 184),Giuberti (2012),0
2007,dab_lmin_cei,4,Prática informal: a SOF estabelece limites para as despesas na elaboração do orçamento (p. 184),Giuberti (2012),0
2008,dab_lmin_cei,4,Prática informal: a SOF estabelece limites para as despesas na elaboração do orçamento (p. 184),Giuberti (2012),0
2009,dab_lmin_cei,4,Prática informal: a SOF estabelece limites para as despesas na elaboração do orçamento (p. 184),Giuberti (2012),0
2010,dab_lmin_cei,4,Prática informal: a SOF estabelece limites para as despesas na elaboração do orçamento (p. 184),Giuberti (2012),0
2011,dab_lmin_cei,4,Prática informal: a SOF estabelece limites para as despesas na elaboração do orçamento (p. 184),Own,0
2012,dab_lmin_cei,4,Prática informal: a SOF estabelece limites para as despesas na elaboração do orçamento (p. 184),Own,0
2013,dab_lmin_cei,4,Prática informal: a SOF estabelece limites para as despesas na elaboração do orçamento (p. 184),Own,0
2014,dab_lmin_cei,4,Prática informal: a SOF estabelece limites para as despesas na elaboração do orçamento (p. 184),Own,0
2015,dab_lmin_cei,4,Prática informal: a SOF estabelece limites para as despesas na elaboração do orçamento (p. 184),Own,0
2016,dab_lmin_cei,4,Prática informal: a SOF estabelece limites para as despesas na elaboração do orçamento (p. 184),Own,0
2017,dab_lmin_cei,4,Prática informal: a SOF estabelece limites para as despesas na elaboração do orçamento (p. 184),Own,0
2018,dab_lmin_cei,4,Prática informal: a SOF estabelece limites para as despesas na elaboração do orçamento (p. 184),Own,0
2019,dab_lmin_cei,4,Prática informal: a SOF estabelece limites para as despesas na elaboração do orçamento (p. 184),Own,0
2020,dab_lmin_cei,4,Prática informal: a SOF estabelece limites para as despesas na elaboração do orçamento (p. 184),Own,0
2021,dab_lmin_cei,4,Prática informal: a SOF estabelece limites para as despesas na elaboração do orçamento (p. 184),Own,0
2022,dab_lmin_cei,4,Prática informal: a SOF estabelece limites para as despesas na elaboração do orçamento (p. 184),Own,0
2023,dab_lmin_cei,4,Prática informal: a SOF estabelece limites para as despesas na elaboração do orçamento (p. 184),Own,0
1990,dab_med_plan,"1,33",Inexistência de PPA,Giuberti (2012),0
1991,dab_med_plan,"2,67",PPA do ano respectivo,Giuberti (2012),0
1992,dab_med_plan,"2,67",PPA do ano respectivo,Giuberti (2012),0
1993,dab_med_plan,"2,67",PPA do ano respectivo,Giuberti (2012),0
1994,dab_med_plan,"2,67",PPA do ano respectivo,Giuberti (2012),0
1995,dab_med_plan,"2,67",PPA do ano respectivo,Giuberti (2012),0
1996,dab_med_plan,"2,67",PPA do ano respectivo,Giuberti (2012),0
1997,dab_med_plan,"2,67",PPA do ano respectivo,Giuberti (2012),0
1998,dab_med_plan,"2,67",PPA do ano respectivo,Giuberti (2012),0
1999,dab_med_plan,"2,67",PPA do ano respectivo,Giuberti (2012),0
2000,dab_med_plan,"2,67",PPA do ano respectivo,Giuberti (2012),0
2001,dab_med_plan,"2,67",PPA do ano respectivo,Giuberti (2012),0
2002,dab_med_plan,"2,67",PPA do ano respectivo,Giuberti (2012),0
2003,dab_med_plan,"2,67",PPA do ano respectivo,Giuberti (2012),0
2004,dab_med_plan,"2,67",PPA do ano respectivo,Giuberti (2012),0
2005,dab_med_plan,"2,67",PPA do ano respectivo,Giuberti (2012),0
2006,dab_med_plan,"2,67",PPA do ano respectivo,Giuberti (2012),0
2007,dab_med_plan,"2,67",PPA do ano respectivo,Giuberti (2012),0
2008,dab_med_plan,"2,67",PPA do ano respectivo,Giuberti (2012),0
2009,dab_med_plan,"2,67",PPA do ano respectivo,Giuberti (2012),0
2010,dab_med_plan,"2,67",PPA do ano respectivo,Giuberti (2012),0
2011,dab_med_plan,"2,67",PPA do ano respectivo,Own,0
2012,dab_med_plan,"2,67",PPA do ano respectivo,Own,0
2013,dab_med_plan,"2,67",PPA do ano respectivo,Own,0
2014,dab_med_plan,"2,67",PPA do ano respectivo,Own,0
2015,dab_med_plan,"2,67",PPA do ano respectivo,Own,0
2016,dab_med_plan,"2,67",PPA do ano respectivo,Own,0
2017,dab_med_plan,"2,67",PPA do ano respectivo,Own,0
2018,dab_med_plan,"2,67",PPA do ano respectivo,Own,0
2019,dab_med_plan,"2,67",PPA do ano respectivo,Own,0
2020,dab_med_plan,"2,67",PPA do ano respectivo,Own,0
2021,dab_med_plan,"2,67",PPA do ano respectivo,Own,0
2022,dab_med_plan,"2,67",PPA do ano respectivo,Own,0
2023,dab_med_plan,"2,67",PPA do ano respectivo,Own,0
1990,dab_sect_est,0,Evidência empírica: taxa de execução das despesas discricionárias dos ministérios.,Giuberti (2012),0
1991,dab_sect_est,0,Evidência empírica: taxa de execução das despesas discricionárias dos ministérios.,Giuberti (2012),0
1992,dab_sect_est,0,Evidência empírica: taxa de execução das despesas discricionárias dos ministérios.,Giuberti (2012),0
1993,dab_sect_est,0,Evidência empírica: taxa de execução das despesas discricionárias dos ministérios.,Giuberti (2012),0
1994,dab_sect_est,0,Evidência empírica: taxa de execução das despesas discricionárias dos ministérios.,Giuberti (2012),0
1995,dab_sect_est,2,Evidência empírica: taxa de execução das despesas discricionárias dos ministérios.,Giuberti (2012),0
1996,dab_sect_est,2,Evidência empírica: taxa de execução das despesas discricionárias dos ministérios.,Giuberti (2012),0
1997,dab_sect_est,2,Evidência empírica: taxa de execução das despesas discricionárias dos ministérios.,Giuberti (2012),0
1998,dab_sect_est,2,Evidência empírica: taxa de execução das despesas discricionárias dos ministérios.,Giuberti (2012),0
1999,dab_sect_est,2,Evidência empírica: taxa de execução das despesas discricionárias dos ministérios.,Giuberti (2012),0
2000,dab_sect_est,2,Evidência empírica: taxa de execução das despesas discricionárias dos ministérios.,Giuberti (2012),0
2001,dab_sect_est,2,Evidência empírica: taxa de execução das despesas discricionárias dos ministérios.,Giuberti (2012),0
2002,dab_sect_est,2,Evidência empírica: taxa de execução das despesas discricionárias dos ministérios.,Giuberti (2012),0
2003,dab_sect_est,2,Evidência empírica: taxa de execução das despesas discricionárias dos ministérios.,Giuberti (2012),0
2004,dab_sect_est,2,Evidência empírica: taxa de execução das despesas discricionárias dos ministérios.,Giuberti (2012),0
2005,dab_sect_est,2,Evidência empírica: taxa de execução das despesas discricionárias dos ministérios.,Giuberti (2012),0
2006,dab_sect_est,2,Evidência empírica: taxa de execução das despesas discricionárias dos ministérios.,Giuberti (2012),0
2007,dab_sect_est,2,Evidência empírica: taxa de execução das despesas discricionárias dos ministérios.,Giuberti (2012),0
2008,dab_sect_est,2,Evidência empírica: taxa de execução das despesas discricionárias dos ministérios.,Giuberti (2012),0
2009,dab_sect_est,2,Evidência empírica: taxa de execução das despesas discricionárias dos ministérios.,Giuberti (2012),0
2010,dab_sect_est,2,Evidência empírica: taxa de execução das despesas discricionárias dos ministérios.,Giuberti (2012),0
2011,dab_sect_est,2,Evidência empírica: taxa de execução das despesas discricionárias dos ministérios.,Own,0
2012,dab_sect_est,2,Evidência empírica: taxa de execução das despesas discricionárias dos ministérios.,Own,0
2013,dab_sect_est,2,Evidência empírica: taxa de execução das despesas discricionárias dos ministérios.,Own,0
2014,dab_sect_est,2,Evidência empírica: taxa de execução das despesas discricionárias dos ministérios.,Own,0
2015,dab_sect_est,2,Evidência empírica: taxa de execução das despesas discricionárias dos ministérios.,Own,0
2016,dab_sect_est,2,Evidência empírica: taxa de execução das despesas discricionárias dos ministérios.,Own,0
2017,dab_sect_est,2,Evidência empírica: taxa de execução das despesas discricionárias dos ministérios.,Own,0
2018,dab_sect_est,2,Evidência empírica: taxa de execução das despesas discricionárias dos ministérios.,Own,0
2019,dab_sect_est,2,Evidência empírica: taxa de execução das despesas discricionárias dos ministérios.,Own,0
2020,dab_sect_est,2,Evidência empírica: taxa de execução das despesas discricionárias dos ministérios.,Own,0
2021,dab_sect_est,2,Evidência empírica: taxa de execução das despesas discricionárias dos ministérios.,Own,0
2022,dab_sect_est,2,Evidência empírica: taxa de execução das despesas discricionárias dos ministérios.,Own,0
2023,dab_sect_est,2,Evidência empírica: taxa de execução das despesas discricionárias dos ministérios.,Own,0
1990,dab_*_fore,"0,67","Art. 22, I, da Lei nº 4.320/1964 | Sem instituição | Sem instituição",Giuberti (2012),0
1991,dab_*_fore,"0,67","Art. 22, I, da Lei nº 4.320/1965 | Sem instituição | Sem instituição",Giuberti (2012),0
1992,dab_*_fore,"0,67","Art. 22, I, da Lei nº 4.320/1966 | Sem instituição | Sem instituição",Giuberti (2012),0
1993,dab_*_fore,"0,67","Art. 22, I, da Lei nº 4.320/1967 | Sem instituição | Sem instituição",Giuberti (2012),0
1994,dab_*_fore,"0,67","Art. 22, I, da Lei nº 4.320/1968 | Sem instituição | Sem instituição",Giuberti (2012),0
1995,dab_*_fore,"0,67","Art. 22, I, da Lei nº 4.320/1969 | Sem instituição | Sem instituição",Giuberti (2012),0
1996,dab_*_fore,"0,67","Art. 22, I, da Lei nº 4.320/1970 | Sem instituição | Sem instituição",Giuberti (2012),0
1997,dab_*_fore,"0,67","Art. 22, I, da Lei nº 4.320/1971 | Sem instituição | Sem instituição",Giuberti (2012),0
1998,dab_*_fore,"0,67","Art. 22, I, da Lei nº 4.320/1972 | Sem instituição | Sem instituição",Giuberti (2012),0
1999,dab_*_fore,"0,67","Art. 22, I, da Lei nº 4.320/1973 | Sem instituição | Sem instituição",Giuberti (2012),0
2000,dab_*_fore,"1,33",Evidência empírica: mensagem presidencial de encaminhamento da LOA | Sem instituição | Sem instituição,Giuberti (2012),0
2001,dab_*_fore,"1,33","Art. 4º, §4º, da LRF | Sem instituição | Sem instituição",Giuberti (2012),0
2002,dab_*_fore,"1,33","Art. 4º, §4º, da LRF | Sem instituição | Sem instituição",Giuberti (2012),0
2003,dab_*_fore,"1,33","Art. 4º, §4º, da LRF | Sem instituição | Sem instituição",Giuberti (2012),0
2004,dab_*_fore,"1,33","Art. 4º, §4º, da LRF | Sem instituição | Sem instituição",Giuberti (2012),0
2005,dab_*_fore,"1,33","Art. 4º, §4º, da LRF | Sem instituição | Sem instituição",Giuberti (2012),0
2006,dab_*_fore,"1,33","Art. 4º, §4º, da LRF | Sem instituição | Sem instituição",Giuberti (2012),0
2007,dab_*_fore,"1,33","Art. 4º, §4º, da LRF | Sem instituição | Sem instituição",Giuberti (2012),0
2008,dab_*_fore,"1,33","Art. 4º, §4º, da LRF | Sem instituição | Sem instituição",Giuberti (2012),0
2009,dab_*_fore,"1,33","Art. 4º, §4º, da LRF | Sem instituição | Sem instituição",Giuberti (2012),0
2010,dab_*_fore,"1,33","Art. 4º, §4º, da LRF | Sem instituição | Sem instituição",Giuberti (2012),0
2011,dab_*_fore,"1,33","Art. 4º, §4º, da LRF | Sem instituição | Sem instituição",Own,0
2012,dab_*_fore,"1,33","Art. 4º, §4º, da LRF | Sem instituição | Sem instituição",Own,0
2013,dab_*_fore,"1,33","Art. 4º, §4º, da LRF | Sem instituição | Sem instituição",Own,0
2014,dab_*_fore,"1,33","Art. 4º, §4º, da LRF | Sem instituição | Sem instituição",Own,0
2015,dab_*_fore,"1,33","Art. 4º, §4º, da LRF | Sem instituição | Sem instituição",Own,0
2016,dab_*_fore,"1,33","Art. 4º, §4º, da LRF | Sem instituição | Sem instituição",Own,0
2017,dab_*_fore,"1,33","Art. 4º, §4º, da LRF | Sem instituição | Sem instituição",Own,0
2018,dab_*_fore,"1,33","Art. 4º, §4º, da LRF | Sem instituição | Sem instituição",Own,0
2019,dab_*_fore,"1,33","Art. 4º, §4º, da LRF | Sem instituição | Sem instituição",Own,0
2020,dab_*_fore,"1,33","Art. 4º, §4º, da LRF | Sem instituição | Sem instituição",Own,0
2021,dab_*_fore,"1,33","Art. 4º, §4º, da LRF | Sem instituição | Sem instituição",Own,0
2022,dab_*_fore,"1,33","Art. 4º, §4º, da LRF | Sem instituição | Sem instituição",Own,0
2023,dab_*_fore,"1,33","Art. 4º, §4º, da LRF | Sem instituição | Sem instituição",Own,0
1990,dab_med_fore,0,Sem instituição,Giuberti (2012),1
1991,dab_med_fore,0,Sem instituição,Giuberti (2012),1
1992,dab_med_fore,0,Sem instituição,Giuberti (2012),1
1993,dab_med_fore,0,Sem instituição,Giuberti (2012),1
1994,dab_med_fore,0,Sem instituição,Giuberti (2012),1
1995,dab_med_fore,0,Sem instituição,Giuberti (2012),1
1996,dab_med_fore,0,Sem instituição,Giuberti (2012),1
1997,dab_med_fore,0,Sem instituição,Giuberti (2012),1
